player1,player2,kills,deaths
1060,1111,4,4
1109,1180,4,0
1002,1180,6,0
1004,1180,7,2
1111,1182,3,3
1052,1180,2,1
1079,1059,3,4
1149,1180,3,0
1004,1149,3,0
1077,1072,3,0
1089,1001,3,0
1089,1180,3,0
1137,1003,3,0
1089,1186,3,0
1187,1072,1,4
1039,1072,3,2
1187,1055,2,9
1039,1188,4,0
1187,1188,3,0
1037,1168,3,1
1168,1168,3,0
1188,1191,3,0
1018,1188,2,2
1052,1146,2,1
1162,1164,2,7
1146,1162,2,1
1052,1194,5,3
1035,1195,3,0
1035,1006,5,1
1111,1006,2,1
1121,1111,2,1
1045,1060,2,1
1045,1050,6,3
1035,1116,5,3
1122,1197,4,4
1197,1071,3,0
1040,1197,1,2
1048,1004,1,2
1168,1060,2,1
1197,1045,2,1
1168,1055,1,3
1045,1109,3,2
1197,1200,12,11
1200,1014,4,3
1201,1035,3,0
1200,1201,1,3
1014,1188,5,0
1087,1006,6,7
1006,1040,2,7
1200,1048,4,0
1200,1040,3,1
1200,1042,7,1
1200,1102,5,1
1043,1029,8,2
1200,1059,5,2
1200,1050,11,3
1176,1200,2,2
1200,1091,4,0
1181,1176,2,1
1050,1091,3,0
1014,1059,2,4
1052,1091,4,0
1136,1052,3,2
1059,1136,2,1
1052,1200,4,1
1136,1156,4,0
1200,1006,2,1
1200,1084,5,0
1156,1050,2,1
1059,1156,1,2
1043,1156,2,1
1200,1213,3,0
1014,1116,4,0
1200,1028,3,0
1214,1116,2,3
1014,1164,9,1
1004,1164,4,1
1091,1116,3,2
1004,1116,6,0
1052,1213,3,2
1052,1008,9,4
1052,1179,3,1
1014,1216,3,0
1014,1172,4,0
1014,1189,4,0
1014,1218,6,0
1187,1217,6,0
1053,1135,1,2
1014,1217,10,0
1116,1219,5,2
1014,1220,3,0
1179,1217,5,0
1050,1217,6,0
1045,1179,3,0
1045,1224,4,0
1039,1217,4,1
1179,1060,2,1
1224,1217,5,0
1077,1217,2,1
1225,1217,3,0
1225,1019,2,3
1087,1217,3,0
1164,1055,2,4
1164,1002,1,5
1002,1217,3,0
1055,1217,4,0
1224,1014,6,1
1039,1087,2,1
1002,1227,6,0
1039,1124,3,1
1014,1228,3,0
1014,1227,5,0
1006,1018,7,5
1065,1008,3,2
1074,1230,3,1
1014,1159,3,0
1224,1168,3,0
1168,1231,11,0
1168,1159,2,3
1014,1168,5,1
1159,1231,5,0
1168,1227,5,0
1190,1102,1,2
1159,1102,10,0
1211,1159,1,2
1159,1190,4,0
1190,1211,3,2
1214,1043,4,3
1043,1233,4,0
1043,1231,3,0
1049,1214,3,0
1035,1214,2,1
1035,1233,3,0
1043,1116,4,0
1200,1029,5,0
1200,1146,4,0
1200,1234,8,4
1038,1132,3,0
1214,1050,3,1
1214,1109,4,1
1109,1194,3,2
1050,1227,3,0
1201,1050,3,0
1214,1186,3,0
1214,1201,1,2
1194,1214,2,3
1058,1071,3,0
1091,1224,2,1
1224,1116,17,5
1032,1132,3,0
1201,1091,3,0
1201,1186,4,0
1187,1168,3,1
1224,1221,3,0
1224,1176,2,1
1168,1218,3,0
1224,1069,7,0
1014,1214,3,0
1014,1069,6,1
1087,1132,3,0
1038,1045,3,0
1045,1243,2,1
1245,1102,3,0
1245,1014,5,3
1245,1224,2,2
1179,1247,2,1
1014,1179,9,0
1179,1028,3,0
1014,1248,6,0
1179,1004,3,1
1200,1149,1,3
1043,1004,3,0
1201,1004,4,0
1053,1201,2,1
1201,1014,14,15
1089,1028,3,0
1043,1060,3,0
1179,1053,3,0
1043,1087,2,1
1079,1004,3,2
1087,1004,12,7
1059,1057,7,0
1004,1077,1,2
1076,1043,5,2
1043,1080,4,0
1003,1069,3,0
1076,1003,4,2
1004,1252,3,0
1004,1191,5,0
1253,1191,1,2
1254,1191,4,0
1043,1130,5,1
1100,1076,2,1
1023,1043,1,3
1014,1255,4,0
