"","player1","player2","kills","deaths","win.rate"
"169",1058,1060,8,0,0.733019503581283
"170",1055,1065,4,6,0.427001891407959
"171",1014,1077,8,0,0.733019503581283
"172",1058,1077,2,2,0.478396034182463
"173",1043,1058,1,5,0.338455483826052
"174",1043,1091,5,0,0.672407510517559
"175",1043,1055,17,2,0.765306877220285
"176",1003,1077,1,3,0.395715728907418
"177",1003,1043,2,7,0.335955297576385
"178",1002,1039,5,0,0.672407510517559
"179",1135,1136,2,6,0.357214643133138
"180",1106,1137,2,2,0.478396034182463
"181",1008,1067,6,2,0.606486437372257
"182",1008,1124,10,1,0.721110052035787
"183",1018,1026,0,12,0.187317440126488
"184",1008,1145,5,0,0.672407510517559
"185",1109,1145,6,0,0.695449089703642
"186",1039,1109,5,1,0.623180079717238
"187",1035,1039,0,4,0.313692288112888
"188",1018,1039,2,7,0.335955297576385
"189",1008,1018,8,5,0.55505731026512
"190",1008,1043,3,9,0.334320756026152
"191",1044,1148,4,1,0.594745455110291
"192",1044,1147,3,2,0.517609582517305
"193",1101,1149,1,4,0.364848450093357
"194",1044,1135,2,2,0.478396034182463
"195",1038,1109,10,1,0.721110052035787
"196",1067,1149,6,6,0.483206592056743
"197",1055,1109,0,7,0.250342156036046
"198",1006,1065,1,4,0.364848450093357
"199",1055,1064,2,4,0.408996006843572
"200",1053,1058,1,5,0.338455483826052
"201",1053,1060,6,2,0.606486437372257
"202",1014,1076,4,1,0.594745455110291
"203",1071,1121,3,2,0.517609582517305
"204",1014,1052,2,4,0.408996006843572
"205",1029,1121,9,0,0.748534411681127
"206",1040,1040,7,0,0.715467261367183
"207",1059,1065,4,6,0.427001891407959
"208",1032,1121,6,2,0.606486437372257
"209",1029,1052,1,4,0.364848450093357
"210",1069,1109,1,3,0.395715728907418
"211",1039,1043,9,9,0.485253609247813
"212",1040,1043,0,8,0.23455634126196
"213",1039,1158,3,2,0.517609582517305
"214",1079,1158,3,2,0.517609582517305
"215",1079,1122,1,8,0.278121278278241
"216",1029,1039,1,5,0.338455483826052
"217",1003,1006,19,7,0.664186391740033
"218",1003,1008,15,8,0.599591616179635
"219",1039,1159,7,1,0.669574508888989
"220",1003,1136,3,16,0.246971867450267
"221",1018,1136,7,20,0.302693919184746
"222",1003,1018,4,4,0.481248948733334
"223",1003,1072,0,4,0.313692288112888
"224",1039,1136,2,3,0.440973718120876
"225",1006,1136,0,6,0.268407992105419
"226",1161,1162,4,0,0.645604033971766
"227",1161,1163,4,0,0.645604033971766
"228",1055,1137,1,6,0.315628202426355
"229",1019,1166,4,0,0.645604033971766
"230",1037,1055,5,5,0.48230845109725
"231",1089,1145,4,0,0.645604033971766
"232",1100,1111,0,6,0.268407992105419
"233",1109,1111,0,7,0.250342156036046
"234",1154,1169,1,3,0.395715728907418
"235",1004,1168,5,1,0.623180079717238
"236",1043,1168,4,0,0.645604033971766
"237",1122,1146,4,0,0.645604033971766
"238",1004,1035,7,4,0.561755719498768
"239",1055,1169,0,4,0.313692288112888
"240",1003,1038,3,4,0.447456554285415
"241",1003,1040,2,4,0.408996006843572
"242",1004,1136,2,2,0.478396034182463
"243",1008,1136,0,4,0.313692288112888
"244",1043,1136,3,4,0.447456554285415
"245",1018,1018,4,0,0.645604033971766
"246",1004,1175,8,1,0.688743223084261
"247",1004,1176,12,4,0.651907539637368
"248",1002,1176,5,1,0.623180079717238
"249",1002,1175,4,0,0.645604033971766
"250",1002,1052,6,6,0.483206592056743
"251",1004,1052,17,19,0.465950781400478
"252",1052,1176,3,1,0.561688714831821
"253",1043,1053,10,0,0.76234683912645
"254",1043,1089,3,2,0.517609582517305
"255",1003,1052,2,2,0.478396034182463
"256",1003,1089,2,2,0.478396034182463
"257",1002,1003,4,1,0.594745455110291
"258",1003,1125,4,5,0.452500289558166
"259",1001,1003,2,2,0.478396034182463
"260",1001,1004,2,2,0.478396034182463
"261",1003,1042,5,2,0.58072378364636
"262",1003,1050,2,6,0.357214643133138
"263",1035,1140,4,1,0.594745455110291
"264",1029,1140,3,1,0.561688714831821
"265",1029,1035,0,4,0.313692288112888
"266",1002,1111,5,0,0.672407510517559
"267",1050,1111,2,5,0.381351990200008
"268",1050,1060,8,6,0.529413022484636
"269",1050,1179,15,3,0.717313786248766
"270",1060,1067,3,1,0.561688714831821
"271",1043,1111,6,2,0.606486437372257
"272",1018,1067,1,3,0.395715728907418
"273",1091,1111,2,13,0.247586200752931
"274",1043,1050,7,1,0.669574508888989
"275",1067,1111,2,5,0.381351990200008
"276",1078,1111,5,0,0.672407510517559
"277",1060,1111,11,14,0.441555349360802
"278",1109,1180,8,0,0.733019503581283
"279",1002,1180,6,0,0.695449089703642
"280",1053,1112,4,0,0.645604033971766
"281",1004,1180,7,2,0.629273946458623
"282",1111,1182,3,3,0.47997319335578
"283",1052,1180,4,1,0.594745455110291
"284",1059,1079,4,4,0.481248948733334
"285",1002,1059,7,0,0.715467261367183
"286",1149,1180,6,1,0.647895433326704
"287",1059,1132,6,0,0.695449089703642
"288",1040,1079,4,0,0.645604033971766
"289",1059,1180,3,1,0.561688714831821
"290",1003,1137,0,4,0.313692288112888
"291",1072,1187,4,1,0.594745455110291
"292",1039,1072,3,2,0.517609582517305
"293",1055,1187,9,2,0.667766735671918
"294",1039,1188,4,0,0.645604033971766
"295",1037,1168,9,7,0.526303411490992
"296",1168,1168,9,0,0.748534411681127
"297",1018,1188,2,2,0.478396034182463
"298",1052,1146,3,1,0.561688714831821
"299",1162,1164,2,7,0.335955297576385
"300",1052,1194,5,3,0.543717402558259
"301",1006,1035,2,11,0.271375824947064
"302",1045,1050,6,3,0.570088727958672
"303",1035,1116,5,3,0.543717402558259
"304",1122,1197,4,4,0.481248948733334
"305",1052,1169,4,0,0.645604033971766
"306",1168,1194,3,5,0.419077658952381
"307",1060,1168,2,2,0.478396034182463
"308",1028,1168,1,4,0.364848450093357
"309",1055,1168,3,1,0.561688714831821
"310",1055,1060,5,8,0.41249616485111
"311",1045,1109,3,2,0.517609582517305
"312",1197,1200,12,11,0.502601441684259
"313",1053,1200,0,6,0.268407992105419
"314",1014,1200,3,4,0.447456554285415
"315",1200,1201,1,5,0.338455483826052
"316",1014,1188,5,0,0.672407510517559
"317",1006,1087,13,11,0.517934541372284
"318",1006,1040,2,8,0.317087384189186
"319",1048,1200,0,4,0.313692288112888
"320",1040,1200,1,3,0.395715728907418
"321",1042,1200,1,10,0.248587607211683
"322",1102,1200,1,5,0.338455483826052
"323",1029,1043,2,14,0.237190739633156
"324",1059,1200,7,11,0.408631195295381
"325",1050,1200,3,11,0.303631750804506
"326",1014,1176,4,1,0.594745455110291
"327",1176,1200,2,2,0.478396034182463
"328",1091,1200,0,4,0.313692288112888
"329",1091,1109,1,6,0.315628202426355
"330",1050,1091,10,1,0.721110052035787
"331",1014,1059,3,4,0.447456554285415
"332",1052,1091,5,1,0.623180079717238
"333",1052,1136,6,6,0.483206592056743
"334",1059,1136,3,13,0.278107878451958
"335",1004,1200,1,3,0.395715728907418
"336",1052,1200,6,3,0.570088727958672
"337",1136,1156,4,0,0.645604033971766
"338",1084,1200,0,5,0.289286872485196
"339",1014,1116,9,3,0.633652594676706
"340",1028,1200,0,4,0.313692288112888
"341",1116,1214,3,2,0.517609582517305
"342",1014,1164,9,1,0.705812959700382
"343",1004,1164,4,1,0.594745455110291
"344",1091,1116,3,2,0.517609582517305
"345",1004,1116,6,0,0.695449089703642
"346",1052,1213,3,2,0.517609582517305
"347",1008,1052,10,17,0.387650506580579
"348",1052,1179,3,1,0.561688714831821
"349",1014,1172,4,0,0.645604033971766
"350",1014,1189,4,0,0.645604033971766
"351",1014,1218,6,0,0.695449089703642
"352",1187,1217,6,0,0.695449089703642
"353",1014,1217,10,0,0.76234683912645
"354",1116,1219,5,2,0.58072378364636
"355",1179,1217,5,0,0.672407510517559
"356",1050,1217,6,0,0.695449089703642
"357",1001,1045,2,6,0.357214643133138
"358",1045,1224,4,0,0.645604033971766
"359",1039,1217,4,1,0.594745455110291
"360",1217,1224,0,7,0.250342156036046
"361",1019,1225,3,2,0.517609582517305
"362",1055,1164,4,2,0.551365965377956
"363",1002,1164,5,1,0.623180079717238
"364",1055,1217,4,0,0.645604033971766
"365",1014,1224,1,6,0.315628202426355
"366",1057,1224,1,4,0.364848450093357
"367",1039,1087,3,1,0.561688714831821
"368",1002,1227,6,0,0.695449089703642
"369",1039,1124,3,1,0.561688714831821
"370",1014,1227,5,0,0.672407510517559
"371",1006,1018,7,9,0.443117157173581
"372",1008,1065,2,4,0.408996006843572
"373",1074,1230,3,1,0.561688714831821
"374",1006,1224,0,6,0.268407992105419
"375",1014,1159,4,1,0.594745455110291
"376",1168,1224,0,9,0.220644281922746
"377",1168,1231,11,0,0.774722158387559
"378",1159,1168,7,4,0.561755719498768
"379",1014,1168,6,3,0.570088727958672
"380",1159,1231,5,0,0.672407510517559
"381",1168,1227,5,0,0.672407510517559
"382",1102,1159,0,10,0.208290878346486
"383",1159,1190,4,0,0.645604033971766
"384",1190,1211,3,2,0.517609582517305
"385",1043,1214,4,4,0.481248948733334
"386",1043,1233,4,0,0.645604033971766
"387",1043,1116,4,0,0.645604033971766
"388",1029,1200,0,5,0.289286872485196
"389",1043,1200,12,6,0.600852092047757
"390",1146,1200,0,4,0.313692288112888
"391",1200,1234,8,4,0.583328249032782
"392",1132,1200,0,9,0.220644281922746
"393",1050,1214,1,3,0.395715728907418
"394",1109,1214,1,4,0.364848450093357
"395",1109,1194,3,2,0.517609582517305
"396",1050,1201,1,3,0.395715728907418
"397",1194,1214,2,3,0.440973718120876
"398",1065,1214,3,2,0.517609582517305
"399",1091,1224,2,3,0.440973718120876
"400",1116,1224,6,18,0.300415919412586
"401",1091,1201,0,4,0.313692288112888
"402",1186,1201,0,4,0.313692288112888
"403",1065,1091,5,0,0.672407510517559
"404",1168,1187,1,3,0.395715728907418
"405",1175,1176,2,9,0.30022834620043
"406",1176,1224,3,3,0.47997319335578
"407",1069,1224,0,7,0.250342156036046
"408",1014,1214,5,0,0.672407510517559
"409",1014,1069,11,1,0.734896632772371
"410",1087,1132,4,0,0.645604033971766
"411",1014,1245,3,5,0.419077658952381
"412",1224,1245,2,2,0.478396034182463
"413",1014,1179,29,0,0.883740636133374
"414",1014,1248,6,0,0.695449089703642
"415",1004,1179,1,3,0.395715728907418
"416",1149,1200,3,1,0.561688714831821
"417",1004,1043,4,14,0.294404403229381
"418",1004,1201,0,4,0.313692288112888
"419",1053,1201,2,7,0.335955297576385
"420",1014,1201,16,16,0.48809470768337
"421",1043,1060,4,0,0.645604033971766
"422",1033,1040,3,3,0.47997319335578
"423",1043,1087,5,2,0.58072378364636
"424",1042,1116,1,3,0.395715728907418
"425",1004,1079,2,3,0.440973718120876
"426",1087,1180,2,2,0.478396034182463
"427",1059,1087,3,4,0.447456554285415
"428",1004,1087,7,12,0.393329493374875
"429",1057,1059,0,7,0.250342156036046
"430",1014,1043,2,3,0.440973718120876
"431",1043,1069,12,0,0.785873370398215
"432",1043,1076,7,5,0.533181842718561
"433",1043,1080,6,0,0.695449089703642
"434",1003,1069,4,0,0.645604033971766
"435",1043,1077,16,2,0.756363177800406
"436",1003,1076,2,4,0.408996006843572
"437",1004,1191,5,0,0.672407510517559
"438",1191,1253,2,4,0.408996006843572
"439",1191,1254,0,4,0.313692288112888
"440",1043,1130,5,1,0.623180079717238
"441",1023,1043,1,3,0.395715728907418
"442",1014,1255,4,0,0.645604033971766
"443",1018,1130,3,3,0.47997319335578
"444",1040,1130,9,4,0.602881784914977
"445",1014,1112,5,0,0.672407510517559
"446",1040,1256,3,5,0.419077658952381
"447",1043,1256,2,3,0.440973718120876
"448",1043,1257,4,0,0.645604033971766
"449",1201,1257,5,0,0.672407510517559
"450",1014,1050,4,1,0.594745455110291
"451",1257,1257,5,0,0.672407510517559
"452",1014,1257,10,0,0.76234683912645
"453",1200,1257,6,0,0.695449089703642
"454",1043,1059,13,6,0.615453542858642
"455",1014,1132,6,0,0.695449089703642
"456",1014,1140,9,1,0.705812959700382
"457",1069,1200,1,4,0.364848450093357
"458",1004,1009,1,4,0.364848450093357
"459",1009,1043,3,1,0.561688714831821
"460",1065,1087,2,4,0.408996006843572
"461",1053,1059,3,3,0.47997319335578
"462",1058,1132,6,0,0.695449089703642
"463",1008,1200,1,5,0.338455483826052
"464",1008,1132,6,0,0.695449089703642
"465",1043,1086,3,1,0.561688714831821
"466",1033,1086,1,3,0.395715728907418
"467",1033,1045,0,4,0.313692288112888
"468",1039,1257,6,1,0.647895433326704
"469",1039,1140,3,2,0.517609582517305
"470",1140,1243,1,4,0.364848450093357
"471",1263,1264,7,0,0.715467261367183
"472",1259,1261,1,3,0.395715728907418
"473",1003,1139,2,2,0.478396034182463
"474",1003,1087,2,2,0.478396034182463
"475",1224,1265,8,6,0.529413022484636
"476",1008,1224,3,7,0.371922787178545
"477",1003,1224,0,6,0.268407992105419
"478",1002,1191,5,0,0.672407510517559
"479",1002,1019,7,0,0.715467261367183
"480",1014,1191,4,0,0.645604033971766
"481",1168,1266,0,5,0.289286872485196
"482",1253,1266,0,4,0.313692288112888
"483",1033,1168,9,1,0.705812959700382
"484",1168,1243,6,3,0.570088727958672
"485",1035,1168,5,0,0.672407510517559
"486",1082,1243,1,3,0.395715728907418
"487",1035,1037,4,4,0.481248948733334
"488",1082,1168,1,4,0.364848450093357
"489",1037,1269,5,0,0.672407510517559
"490",1037,1040,2,2,0.478396034182463
"491",1002,1045,4,0,0.645604033971766
"492",1039,1052,9,8,0.504942446204096
"493",1052,1256,3,11,0.303631750804506
"494",1039,1256,5,4,0.511166902519275
"495",1002,1067,4,1,0.594745455110291
"496",1067,1201,0,11,0.197247968383754
"497",1028,1201,0,4,0.313692288112888
"498",1039,1111,13,9,0.552963648571371
"499",1052,1270,3,1,0.561688714831821
"500",1052,1224,10,3,0.650867612658197
"501",1060,1224,5,13,0.332378382763766
"502",1052,1077,9,5,0.574980112578109
"503",1059,1257,8,1,0.688743223084261
"504",1059,1069,11,0,0.774722158387559
"505",1040,1244,1,4,0.364848450093357
"506",1058,1257,6,0,0.695449089703642
"507",1052,1275,4,1,0.594745455110291
"508",1179,1257,7,0,0.715467261367183
"509",1002,1166,27,1,0.852007900065178
"510",1076,1087,3,6,0.394091609289275
"511",1087,1140,9,1,0.705812959700382
"512",1224,1274,6,1,0.647895433326704
"513",1002,1086,5,0,0.672407510517559
"514",1087,1136,1,12,0.224727440371384
"515",1018,1277,1,4,0.364848450093357
"516",1168,1277,4,13,0.306288338598741
"517",1168,1276,4,2,0.551365965377956
"518",1168,1278,4,4,0.481248948733334
"519",1276,1278,1,9,0.262525768755985
"520",1168,1280,5,0,0.672407510517559
"521",1140,1146,4,1,0.594745455110291
"522",1102,1140,0,4,0.313692288112888
"523",1040,1140,3,1,0.561688714831821
"524",1035,1040,3,10,0.318237206126672
"525",1014,1082,5,1,0.623180079717238
"526",1050,1109,2,5,0.381351990200008
"527",1028,1061,1,5,0.338455483826052
"528",1130,1257,6,0,0.695449089703642
"529",1059,1224,2,3,0.440973718120876
"530",1042,1257,4,2,0.551365965377956
"531",1224,1275,3,1,0.561688714831821
"532",1008,1116,2,2,0.478396034182463
"533",1001,1224,6,0,0.695449089703642
"534",1055,1243,7,8,0.462645571053662
"535",1201,1275,3,1,0.561688714831821
"536",1055,1201,2,3,0.440973718120876
"537",1014,1285,9,0,0.748534411681127
"538",1086,1224,3,4,0.447456554285415
"539",1224,1285,6,0,0.695449089703642
"540",1168,1287,1,10,0.248587607211683
"541",1168,1288,2,2,0.478396034182463
"542",1100,1283,3,3,0.47997319335578
"543",1037,1102,5,0,0.672407510517559
"544",1082,1102,9,0,0.748534411681127
"545",1102,1168,0,4,0.313692288112888
"546",1100,1168,5,1,0.623180079717238
"547",1023,1130,3,6,0.394091609289275
"548",1023,1159,2,9,0.30022834620043
"549",1082,1159,0,5,0.289286872485196
"550",1275,1285,9,1,0.705812959700382
"551",1050,1285,5,1,0.623180079717238
"552",1243,1285,5,0,0.672407510517559
"553",1116,1243,4,1,0.594745455110291
"554",1053,1285,4,0,0.645604033971766
"555",1023,1224,2,4,0.408996006843572
"556",1023,1052,2,3,0.440973718120876
"557",1040,1180,3,1,0.561688714831821
"558",1053,1107,6,0,0.695449089703642
"559",1107,1201,0,5,0.289286872485196
"560",1271,1275,0,5,0.289286872485196
"561",1043,1275,4,1,0.594745455110291
"562",1043,1244,5,1,0.623180079717238
"563",1014,1297,4,1,0.594745455110291
"564",1224,1299,4,0,0.645604033971766
"565",1224,1297,4,1,0.594745455110291
"566",1159,1224,5,3,0.543717402558259
"567",1018,1224,1,8,0.278121278278241
"568",1014,1291,7,1,0.669574508888989
"569",1224,1291,4,0,0.645604033971766
"570",1190,1302,1,3,0.395715728907418
"571",1168,1304,28,13,0.642696669299245
"572",1023,1044,2,4,0.408996006843572
"573",1037,1087,2,2,0.478396034182463
"574",1091,1300,0,4,0.313692288112888
"575",1035,1304,14,3,0.70612551003295
"576",1050,1304,6,2,0.606486437372257
"577",1241,1306,9,0,0.748534411681127
"578",1241,1299,7,1,0.669574508888989
"579",1241,1304,5,0,0.672407510517559
"580",1116,1201,4,6,0.427001891407959
"581",1014,1306,12,0,0.785873370398215
"582",1043,1241,1,5,0.338455483826052
"583",1018,1306,16,2,0.756363177800406
"584",1018,1285,14,2,0.736264108670423
"585",1018,1304,3,1,0.561688714831821
"586",1018,1271,4,0,0.645604033971766
"587",1018,1299,13,6,0.615453542858642
"588",1241,1243,4,0,0.645604033971766
"589",1032,1052,0,4,0.313692288112888
"590",1082,1299,4,0,0.645604033971766
"591",1065,1082,3,3,0.47997319335578
"592",1299,1301,3,1,0.561688714831821
"593",1032,1285,12,0,0.785873370398215
"594",1032,1271,6,1,0.647895433326704
"595",1001,1091,10,0,0.76234683912645
"596",1285,1299,2,2,0.478396034182463
"597",1018,1060,2,3,0.440973718120876
"598",1059,1300,2,2,0.478396034182463
"599",1003,1299,6,1,0.647895433326704
"600",1003,1168,3,2,0.517609582517305
"601",1018,1289,12,0,0.785873370398215
"602",1001,1308,2,2,0.478396034182463
"603",1136,1308,10,2,0.684168085220315
"604",1136,1299,24,0,0.865682191261009
"605",1136,1304,4,0,0.645604033971766
"606",1003,1304,3,2,0.517609582517305
"607",1052,1168,6,0,0.695449089703642
"608",1052,1304,10,0,0.76234683912645
"609",1035,1224,4,6,0.427001891407959
"610",1168,1201,0,9,0.220644281922746
"611",1168,1291,2,2,0.478396034182463
"612",1100,1224,4,4,0.481248948733334
"613",1111,1169,3,1,0.561688714831821
"614",1111,1243,5,2,0.58072378364636
"615",1050,1144,3,1,0.561688714831821
"616",1050,1224,6,6,0.483206592056743
"617",1179,1241,0,12,0.187317440126488
"618",1136,1314,4,0,0.645604033971766
"619",1136,1168,16,2,0.756363177800406
"620",1059,1149,1,4,0.364848450093357
"621",1256,1314,6,2,0.606486437372257
"622",1028,1149,0,11,0.197247968383754
"623",1136,1317,7,0,0.715467261367183
"624",1003,1109,4,4,0.481248948733334
"625",1003,1149,2,4,0.408996006843572
"626",1149,1304,4,0,0.645604033971766
"627",1006,1052,2,2,0.478396034182463
"628",1003,1130,4,0,0.645604033971766
"629",1003,1285,2,3,0.440973718120876
"630",1089,1135,1,4,0.364848450093357
"631",1050,1135,2,2,0.478396034182463
"632",1039,1241,4,2,0.551365965377956
"633",1018,1321,10,0,0.76234683912645
"634",1285,1316,3,2,0.517609582517305
"635",1135,1215,9,7,0.526303411490992
"636",1014,1144,5,0,0.672407510517559
"637",1137,1168,3,1,0.561688714831821
"638",1304,1329,0,4,0.313692288112888
"639",1072,1304,5,0,0.672407510517559
"640",1111,1304,3,1,0.561688714831821
"641",1111,1201,3,1,0.561688714831821
"642",1028,1111,0,6,0.268407992105419
"643",1003,1319,3,2,0.517609582517305
"644",1052,1125,2,3,0.440973718120876
"645",1135,1183,2,6,0.357214643133138
"646",1072,1256,0,4,0.313692288112888
"647",1136,1224,4,1,0.594745455110291
"648",1091,1136,0,4,0.313692288112888
"649",1014,1340,9,1,0.705812959700382
"650",1006,1340,5,0,0.672407510517559
"651",1019,1340,4,1,0.594745455110291
"652",1019,1341,4,0,0.645604033971766
"653",1062,1078,0,5,0.289286872485196
"654",1006,1072,2,2,0.478396034182463
"655",1006,1178,6,1,0.647895433326704
"656",1008,1178,2,3,0.440973718120876
"657",1008,1254,3,1,0.561688714831821
"658",1002,1001,5,8,0.41249616485111
"659",1005,1004,1,3,0.395715728907418
"660",1006,1002,0,5,0.289286872485196
"661",1009,1008,5,0,0.672407510517559
"662",1013,1012,2,8,0.317087384189186
"663",1019,1018,7,3,0.593587047799441
