1194,0218FE358ACD4D12B02A60C9C9DD4624
1038,030BEC36AF0145AEAFCCCCA1AE60D0DA
1030,03C584E2F8EE4CB6B05BDCBF25CC415E
1281,0722CC98AEFF40C7BDE8517664CBA9AE
1182,092238A1E69549A8B6B9C052A3E9BDCC
1068,0A6654A9B19343B89370CEEFB6BAD73D
1158,0A7530664E344713BE5073C935FC9307
1006,0A81358C0AC949F5AD0B2EED40893B54
1060,0BFD4D7BE61844F9A3D3878FEE56794C
1085,0CB6CD1CC25A43CB882FB0F322DAAC61
1235,0DAB2AEBC79B4ABCB5BC37264EDF3DF4
1195,0E0DB303C69242EB8E99B3935D184F13
1274,0EF40502579D42B6927BE8E991E9378F
1151,0FD4EAA258E64BC0A074CB7AED16019C
1033,1032ADDEABDD4567A1996A64B2171A62
1066,107CB20DCF5C4162B70B223E870DFB92
1152,113E1B74DE124272B6A81F8BFC0C244E
1245,11592EA0A3DD4116A21EFB6602F038F2
1043,1192D46BB4B944EBA9D18C6304619914
1088,11CF897C476B4A9796518FFD07E71C00
1122,1317B1D028CA4CE2B22E8DD49DEF93B8
1021,14A133257FE74D49B38234EE6CB67F83
1114,14AA6D537EE54E0186DF1A39CAFFC069
1221,14E624685FEE466F8FB9324F7D29BEFA
1145,1554A27921EC46EA9BE2F5379081EF6B
1175,15C78CDDEF9146928BF7B0DA53A6D3A1
1131,162BDE3AED544F899AC51B494528114D
1267,1669D906B0EB4975BE02852170C26C95
1135,173C22F9625F4FBBABAFD5FE6CC6339F
1156,1744BEC167CC4CC4A5A26023B64AE7CD
1296,17B8C3E775B6456488F97CCF037F4089
1228,19DE4CE097824E56BC990715C635D5FA
1022,1A318694E3D5431089F9B389C6041613
1029,1A9FCC53F8204289B8311D2226E6E832
1180,1B26C8A66D6948C79098C38AF8CA2BAF
1263,1C4C7529537D4707AA667077DFAD9B65
1199,1F0CCF261D624D45B008F10D17152740
1230,1FF9C7DEC87244C3B82B7B1B17135B51
1215,20154546F0C74C93972CF5EB58DE2A54
1188,216E69EB6B9C423CBA4866912A6ACC28
1287,21CFED6ABE2C4328A7BDEDFEDFE35671
1257,224845457FB3494A8C23C7DA04CC2298
1187,227A572141394DC4922DB190473A91ED
1110,22D2707C8C3840A598B35F200F51D800
1121,2348CEEECB9E4444B544BC19A2E680D9
1288,24463A23FD164737855714A2C0FFCA8F
1086,2675464AAB934217B0E6319255A99D8D
1035,26D3AC8BF84B44F9A6B3E49C3B7656FB
1282,29017BFB8B6046FFB95E1A0266608BF2
1255,2906AABB20204397B23FCB20A5F22158
1091,2B07E75C179342C98B7E372D7A48C300
1146,2B77332DD1CB4844B457F66D735E83E9
1295,2C7D3897DE57431BBE53D7D93BE5EE59
1046,2DD2DAA6065D4D56873065F06EB4DFD5
1063,2E7481CDB61342E2ABA0F5A176301F2A
1276,2EB3E5CE977F4E23858645ADC22C8DB2
1279,2F25C27D521A429CA136E2705DC63737
1246,3392D9A16E7245B09F62174F46509AEB
1034,3415F94C18444F0E82C975692459364F
1275,3457A53117A14BEE86ACA060DAD65DAE
1108,35574C3ED442410882DFFF213E9EE7F7
1165,364917D998CA4726834F5602EF7359BF
1259,36612194FE4648D9943160CBCDCAC59D
1081,37CC0E50E49E4557B94A562DE14A9154
1168,383764B8547343C78255A7304C55746A
1056,389CCB7B6F9E4DF584FF8BE17C9746A3
1089,3A326569CA82457AB1F3E7823145BF95
1225,3A69DBFE18174A7AAD374238DA9436C0
1004,3B7652984C9543AAB7AD99348E055DA9
1041,3C288BFB7FF549BC9F4FDBCF32E8902C
1093,3C533CA18EF64264A945B05C3B38FB0D
1107,3C6D1E83422044C085C2C563EB219CC2
1249,3C8314CA76D94CB1BDA7DAD60F401CF8
1141,3CEA196ABEAE489694E664C96ED08B44
1212,3CED747224E647159F9FE34288DF4323
1174,3D38AF73BB6448EDB36F0B6057457245
1126,3DBC606A4F0547EA9AE11803CB5F4A0D
1150,3DE02618AC4C4E26810F5B4226DA1EC0
1134,3E7E3461F1FD4CB78B46208A604DD736
1264,3E9AD8DB167A4592AD4335626A35C526
1097,3E9BB19C677C4C188986E9A16D88629E
1015,3F4F1773C20B4A5FB380CDD916FE1B71
